Month,DayofMonth,DayOfWeek,CRSDepTime,CRSArrTime,UniqueCarrier,CRSElapsedTime,Origin,Dest,Distance,ArrDelay15,Origin_Lat,Origin_Lon,Origin_State,Dest_Lat,Dest_Lon,Dest_State,Origin_dayl,Dest_dayl,Origin_prcp,Dest_prcp,Origin_srad,Dest_srad,Origin_swe,Dest_swe,Origin_tmax,Dest_tmax,Origin_tmin,Dest_tmin,Origin_vp,Dest_vp
3,2,7,1700,1937,UA,277,ORD,SFO,1846,False,41.979595,-87.90446417,IL,37.61900194,-122.3748433,CA,40089.6,40435.2,0.0,0.0,454.4,377.6,112.0,0.0,9.5,18.5,-3.0,7.5,480.0,1040.0
4,30,3,805,915,AA,70,ORD,STL,258,False,41.979595,-87.90446417,IL,38.74768694,-90.35998972,MO,49766.4,49075.2,0.0,0.0,444.8,537.6,0.0,0.0,11.0,19.5,0.0,3.0,600.0,760.0
4,13,7,1410,1633,UA,143,ORD,MSY,837,False,41.979595,-87.90446417,IL,29.99338889,-90.25802778,LA,47001.6,45619.2,4.0,0.0,265.6,505.6,32.0,0.0,6.5,22.5,0.5,10.0,640.0,1240.0
3,26,3,1900,2105,AA,185,ORD,ABQ,1118,False,41.979595,-87.90446417,IL,35.04022222,-106.6091944,NM,44236.8,43891.2,0.0,0.0,544.0,496.0,88.0,0.0,12.5,24.5,-1.0,3.5,560.0,280.0
5,6,2,855,1200,MQ,125,ORD,HPN,738,False,41.979595,-87.90446417,IL,41.06695778,-73.70757444,NY,50803.2,50457.6,0.0,0.0,521.6,521.6,0.0,0.0,26.0,24.5,8.5,7.0,1120.0,1000.0
1,29,2,945,1219,UA,154,ORD,DFW,802,True,41.979595,-87.90446417,IL,32.89595056,-97.0372,TX,34905.6,37324.8,2.0,0.0,329.6,352.0,64.0,0.0,9.0,20.0,-7.0,3.0,360.0,760.0
8,29,5,1305,1631,UA,146,ORD,BOS,867,False,41.979595,-87.90446417,IL,42.3643475,-71.00517917,MA,47001.6,47001.6,2.0,0.0,355.2,412.8,0.0,0.0,27.5,25.0,18.0,13.5,2080.0,1560.0
3,11,2,710,955,AA,105,ORD,RDU,647,False,41.979595,-87.90446417,IL,35.87763889,-78.78747222,NC,41472.0,41817.6,0.0,0.0,457.6,435.2,116.0,0.0,6.0,17.5,-5.0,0.5,440.0,640.0
11,23,7,2000,2253,UA,293,ORD,SFO,1846,False,41.979595,-87.90446417,IL,37.61900194,-122.3748433,CA,33523.2,34905.6,0.0,0.0,220.8,262.4,0.0,0.0,4.5,19.5,-5.5,8.0,400.0,1000.0
10,24,5,2130,2310,MQ,100,ORD,LIT,552,True,41.979595,-87.90446417,IL,34.72939611,-92.22424556,AR,37324.8,38707.2,9.0,0.0,169.6,300.8,0.0,0.0,13.5,18.0,5.5,6.5,920.0,960.0
1,26,6,1150,1525,AA,155,ORD,MCO,1005,False,41.979595,-87.90446417,IL,28.42888889,-81.31602778,FL,34560.0,38016.0,2.0,0.0,275.2,313.6,64.0,0.0,-2.0,19.5,-12.5,8.5,240.0,1120.0
10,6,1,1101,1255,OO,54,ORD,IND,177,False,41.979595,-87.90446417,IL,39.71732917,-86.29438417,IN,40435.2,40435.2,2.0,0.0,281.6,380.8,0.0,0.0,18.5,25.5,9.5,7.5,1200.0,1040.0
8,22,5,1814,1903,OO,49,ORD,MKE,67,False,41.979595,-87.90446417,IL,42.94722222,-87.89658333,WI,48038.4,48384.0,0.0,1.0,256.0,281.6,0.0,0.0,27.5,27.5,21.0,20.0,2480.0,2320.0
9,16,2,950,1245,MQ,115,ORD,ATL,606,False,41.979595,-87.90446417,IL,33.64044444,-84.42694444,GA,43891.2,43545.6,0.0,0.0,371.2,371.2,0.0,0.0,20.0,26.0,9.5,17.0,1200.0,1920.0
5,21,3,1445,1539,YV,54,ORD,ATW,160,False,41.979595,-87.90446417,IL,44.25740806,-88.51947556,WI,52531.2,53222.4,0.0,0.0,476.8,499.2,0.0,0.0,18.5,19.0,5.5,3.5,920.0,760.0
3,4,2,1735,2007,UA,272,ORD,SEA,1721,False,41.979595,-87.90446417,IL,47.44898194,-122.3093131,WA,40089.6,39744.0,4.0,0.0,246.4,268.8,116.0,0.0,1.0,9.5,-6.0,2.0,400.0,720.0
6,29,7,1820,1910,MQ,50,ORD,CMI,135,True,41.979595,-87.90446417,IL,40.03925,-88.27805556,IL,53913.6,53222.4,13.0,0.0,304.0,400.0,0.0,0.0,26.0,27.0,15.5,16.5,1760.0,1880.0
10,23,4,1212,1320,OO,68,ORD,DSM,299,True,41.979595,-87.90446417,IL,41.53493306,-93.66068222,IA,37670.4,37670.4,0.0,14.0,256.0,105.6,0.0,0.0,14.0,11.0,4.5,5.5,840.0,920.0
8,11,1,1025,1210,AA,105,ORD,TUL,585,False,41.979595,-87.90446417,IL,36.19837222,-95.88824167,OK,49766.4,48384.0,0.0,5.0,393.6,99.2,0.0,0.0,24.0,24.5,14.0,21.5,1600.0,2560.0
5,19,1,925,1135,MQ,130,ORD,PNS,794,False,41.979595,-87.90446417,IL,30.47330556,-87.18744444,FL,52185.6,49075.2,0.0,0.0,416.0,441.6,0.0,0.0,14.5,29.5,4.0,18.0,800.0,2080.0
6,14,6,1935,2105,AA,210,ORD,TUS,1437,False,41.979595,-87.90446417,IL,32.11608333,-110.9410278,AZ,54259.2,50803.2,0.0,0.0,457.6,547.2,0.0,0.0,27.5,41.0,14.5,19.0,1640.0,840.0
3,7,5,945,1124,YV,159,ORD,COS,911,False,41.979595,-87.90446417,IL,38.80580556,-104.70025,CO,40780.8,41126.4,0.0,0.0,384.0,467.2,116.0,4.0,-0.5,8.0,-9.0,-10.0,320.0,80.0
3,13,4,1600,1846,UA,106,ORD,DCA,612,False,41.979595,-87.90446417,IL,38.85208333,-77.03772222,VA,41817.6,41817.6,0.0,0.0,470.4,428.8,112.0,0.0,11.5,15.0,-0.5,-0.5,600.0,600.0
12,20,6,1314,1443,OO,89,ORD,BNA,409,True,41.979595,-87.90446417,IL,36.12447667,-86.67818222,TN,32140.8,34214.4,3.0,0.0,118.4,284.8,56.0,0.0,-0.5,20.0,-7.0,2.0,360.0,720.0
11,12,3,1105,1255,MQ,50,ORD,FWA,157,False,41.979595,-87.90446417,IL,40.97846583,-85.19514639,IN,34560.0,34905.6,7.0,6.0,128.0,156.8,0.0,0.0,7.5,7.5,1.0,-2.5,640.0,520.0
1,25,5,932,1158,UA,146,ORD,MSY,837,False,41.979595,-87.90446417,IL,29.99338889,-90.25802778,LA,34560.0,37670.4,0.0,10.0,288.0,144.0,60.0,0.0,-9.0,8.5,-20.5,3.5,120.0,800.0
2,11,1,1405,1635,AA,270,ORD,LAX,1745,True,41.979595,-87.90446417,IL,33.94253611,-118.4080744,CA,36633.6,38361.6,0.0,0.0,278.4,345.6,76.0,0.0,-12.5,22.5,-20.0,10.5,120.0,1280.0
10,28,2,1735,2003,AS,268,ORD,SEA,1721,False,41.979595,-87.90446417,IL,47.44898194,-122.3093131,WA,36633.6,35251.2,0.0,0.0,240.0,217.6,0.0,0.0,7.5,15.5,-1.0,5.5,560.0,920.0
1,1,2,1000,1210,AA,250,ORD,RNO,1671,True,41.979595,-87.90446417,IL,39.49857611,-119.7680647,NV,32486.4,33523.2,7.0,0.0,169.6,227.2,76.0,0.0,-1.0,4.0,-11.0,-6.0,280.0,400.0
9,3,3,955,1300,MQ,125,ORD,BDL,783,False,41.979595,-87.90446417,IL,41.93887417,-72.68322833,CT,45964.8,45964.8,2.0,0.0,332.8,387.2,0.0,0.0,28.0,28.0,18.5,14.5,2120.0,1640.0
10,9,4,2124,15,UA,111,ORD,ATL,606,True,41.979595,-87.90446417,IL,33.64044444,-84.42694444,GA,39744.0,40780.8,0.0,24.0,323.2,131.2,0.0,0.0,19.5,22.0,8.0,17.0,1080.0,1920.0
6,30,1,715,820,MQ,65,ORD,EVV,273,False,41.979595,-87.90446417,IL,38.03799139,-87.53062667,IN,53913.6,52531.2,1.0,1.0,393.6,390.4,0.0,0.0,25.0,27.0,15.0,17.0,1720.0,1920.0
7,9,3,1555,1905,MQ,130,ORD,ATL,606,True,41.979595,-87.90446417,IL,33.64044444,-84.42694444,GA,53568.0,50803.2,0.0,10.0,377.6,284.8,0.0,0.0,28.5,32.5,18.5,21.5,2120.0,2560.0
8,23,6,905,950,MQ,45,ORD,BMI,116,False,41.979595,-87.90446417,IL,40.47798556,-88.91595278,IL,48038.4,47692.8,10.0,3.0,249.6,236.8,0.0,0.0,30.0,29.0,21.0,19.5,2480.0,2280.0
9,3,3,1720,1950,AA,270,ORD,LAX,1745,False,41.979595,-87.90446417,IL,33.94253611,-118.4080744,CA,45964.8,45273.6,2.0,0.0,332.8,480.0,0.0,0.0,28.0,27.5,18.5,18.0,2120.0,800.0
1,2,3,640,750,MQ,70,ORD,RST,268,True,41.979595,-87.90446417,IL,43.90882639,-92.49798722,MN,32486.4,31795.2,1.0,0.0,233.6,153.6,80.0,48.0,-6.0,-14.5,-16.5,-21.0,160.0,120.0
7,22,2,745,855,MQ,70,ORD,DSM,299,False,41.979595,-87.90446417,IL,41.53493306,-93.66068222,IA,52531.2,52185.6,3.0,6.0,275.2,310.4,0.0,0.0,26.0,28.5,17.0,17.0,1920.0,1920.0
6,2,1,1610,1835,MQ,85,ORD,PIT,412,False,41.979595,-87.90446417,IL,40.49146583,-80.23287083,PA,53568.0,52876.8,0.0,0.0,470.4,508.8,0.0,0.0,27.0,25.0,13.0,9.5,1480.0,1200.0
9,2,2,1320,1617,UA,117,ORD,ATL,606,False,41.979595,-87.90446417,IL,33.64044444,-84.42694444,GA,46310.4,45273.6,0.0,0.0,425.6,332.8,0.0,0.0,32.5,29.0,17.5,21.0,2000.0,2480.0
6,10,2,1455,1551,OO,56,ORD,MSN,109,False,41.979595,-87.90446417,IL,43.13985778,-89.33751361,WI,53913.6,54604.8,1.0,0.0,390.4,300.8,0.0,0.0,25.0,24.0,15.0,16.0,1720.0,1800.0
7,18,5,2105,2240,MQ,95,ORD,XNA,522,True,41.979595,-87.90446417,IL,36.28186944,-94.30681111,AR,52876.8,51148.8,0.0,0.0,329.6,457.6,0.0,0.0,31.5,31.5,22.5,19.0,2720.0,2200.0
11,25,2,1924,2231,UA,127,ORD,BDL,783,False,41.979595,-87.90446417,IL,41.93887417,-72.68322833,CT,33177.6,33177.6,0.0,22.0,163.2,172.8,0.0,0.0,4.0,8.5,-2.5,-2.0,520.0,520.0
1,17,4,627,921,UA,114,ORD,ATL,606,False,41.979595,-87.90446417,IL,33.64044444,-84.42694444,GA,33523.2,36288.0,0.0,15.0,249.6,99.2,52.0,0.0,2.5,4.0,-8.0,-0.5,320.0,600.0
7,3,4,1310,1604,UA,114,ORD,CLT,599,False,41.979595,-87.90446417,IL,35.21401111,-80.94312583,NC,53913.6,51494.4,6.0,0.0,316.8,464.0,0.0,0.0,25.0,33.0,14.0,17.5,1600.0,1760.0
9,29,1,1210,1345,MQ,95,ORD,HSV,510,False,41.979595,-87.90446417,IL,34.6404475,-86.77310944,AL,41472.0,41817.6,0.0,0.0,249.6,448.0,0.0,0.0,20.0,30.0,12.5,12.0,1440.0,1400.0
8,6,3,1735,1820,MQ,45,ORD,MKE,67,False,41.979595,-87.90446417,IL,42.94722222,-87.89658333,WI,50457.6,50803.2,0.0,0.0,403.2,400.0,0.0,0.0,29.5,28.5,18.5,17.5,2120.0,2000.0
6,27,5,1527,1720,OO,113,ORD,ICT,588,True,41.979595,-87.90446417,IL,37.64995889,-97.43304583,KS,54259.2,52531.2,0.0,33.0,371.2,374.4,0.0,0.0,29.5,33.0,19.5,17.0,2280.0,1920.0
2,13,3,801,855,OO,54,ORD,MSN,109,False,41.979595,-87.90446417,IL,43.13985778,-89.33751361,WI,36979.2,36633.6,3.0,1.0,240.0,361.6,80.0,120.0,-5.5,-8.0,-14.5,-20.5,200.0,120.0
5,26,1,930,1145,AA,255,ORD,SNA,1726,False,41.979595,-87.90446417,IL,33.67565861,-117.8682225,CA,52876.8,50457.6,14.0,0.0,377.6,448.0,0.0,0.0,27.0,19.5,11.5,11.5,1360.0,480.0
2,14,4,945,1247,US,122,ORD,PHL,678,False,41.979595,-87.90446417,IL,39.87195278,-75.24114083,PA,37324.8,37670.4,0.0,14.0,348.8,220.8,80.0,16.0,-1.0,5.0,-11.5,-3.0,240.0,480.0
7,7,1,1759,2206,UA,187,ORD,FLL,1182,True,41.979595,-87.90446417,IL,26.07258333,-80.15275,FL,53568.0,48729.6,0.0,0.0,336.0,390.4,0.0,0.0,30.5,31.0,21.5,24.0,2560.0,3000.0
3,15,6,1640,1955,AA,135,ORD,LGA,733,True,41.979595,-87.90446417,IL,40.77724306,-73.87260917,NY,42163.2,42163.2,0.0,2.0,444.8,332.8,108.0,0.0,8.5,13.0,-2.0,4.5,520.0,840.0
8,14,4,1545,1655,AA,70,ORD,STL,258,True,41.979595,-87.90446417,IL,38.74768694,-90.35998972,MO,49420.8,48729.6,9.0,0.0,249.6,403.2,0.0,0.0,25.0,28.0,17.0,17.5,1920.0,2000.0
2,17,7,1545,1635,MQ,50,ORD,BMI,116,False,41.979595,-87.90446417,IL,40.47798556,-88.91595278,IL,37670.4,38016.0,20.0,25.0,300.8,307.2,100.0,96.0,8.0,7.5,-6.0,-7.0,400.0,360.0
7,24,4,911,1143,UA,92,ORD,BUF,473,False,41.979595,-87.90446417,IL,42.94052472,-78.73216667,NY,52185.6,52531.2,0.0,11.0,476.8,278.4,0.0,0.0,27.0,24.0,13.5,15.5,1560.0,1760.0
4,5,6,1125,1436,UA,131,ORD,LGA,733,False,41.979595,-87.90446417,IL,40.77724306,-73.87260917,NY,45964.8,45619.2,0.0,2.0,540.8,291.2,64.0,0.0,15.5,15.0,3.0,9.0,760.0,1160.0
4,3,4,921,1134,OO,73,ORD,CAK,344,False,41.979595,-87.90446417,IL,40.91631194,-81.44246556,OH,45619.2,45273.6,0.0,2.0,531.2,512.0,68.0,20.0,11.0,10.5,-0.5,-0.5,600.0,600.0
3,8,6,2130,8,UA,98,ORD,IAD,589,False,41.979595,-87.90446417,IL,38.94453194,-77.45580972,VA,40780.8,41126.4,0.0,9.0,332.8,252.8,116.0,0.0,-3.0,11.0,-10.0,0.5,280.0,640.0
11,23,7,643,922,YV,99,ORD,ROC,528,False,41.979595,-87.90446417,IL,43.11886611,-77.67238389,NY,33523.2,33177.6,0.0,0.0,220.8,227.2,0.0,4.0,4.5,0.0,-5.5,-9.5,400.0,280.0
4,18,5,1631,1801,NW,90,ORD,MSP,334,False,41.979595,-87.90446417,IL,44.88054694,-93.2169225,MN,48038.4,48384.0,0.0,4.0,553.6,185.6,12.0,0.0,22.5,10.0,7.5,5.0,1040.0,880.0
2,24,7,750,1420,AA,270,ORD,SJU,2072,False,41.979595,-87.90446417,IL,18.43941667,-66.00183333,PR,38707.2,,0.0,,400.0,,112.0,,2.0,,-9.0,,320.0,
9,18,4,1804,2113,UA,129,ORD,MHT,843,False,41.979595,-87.90446417,IL,42.93451639,-71.43705583,NH,43545.6,43545.6,0.0,0.0,371.2,358.4,0.0,0.0,25.0,21.5,13.5,8.5,1560.0,1120.0
5,27,2,1700,1921,UA,261,ORD,LAX,1745,True,41.979595,-87.90446417,IL,33.94253611,-118.4080744,CA,53222.4,50457.6,0.0,0.0,470.4,467.2,0.0,0.0,18.5,20.5,6.0,12.5,920.0,520.0
8,15,5,1105,1405,MQ,120,ORD,RIC,642,False,41.979595,-87.90446417,IL,37.50516667,-77.31966667,VA,49075.2,48384.0,0.0,0.0,393.6,412.8,0.0,0.0,25.0,30.5,15.0,17.0,1720.0,1800.0
4,23,3,741,1050,UA,129,ORD,PVD,849,False,41.979595,-87.90446417,IL,41.72399917,-71.42822111,RI,48729.6,48729.6,0.0,0.0,438.4,512.0,0.0,0.0,23.0,25.0,11.0,5.5,1320.0,920.0
9,23,2,800,1132,UA,152,ORD,MCO,1005,True,41.979595,-87.90446417,IL,28.42888889,-81.31602778,FL,42508.8,42854.4,0.0,7.0,352.0,256.0,0.0,0.0,27.0,31.0,15.0,23.0,1720.0,2800.0
9,3,3,1457,1733,OO,156,ORD,IAH,925,True,41.979595,-87.90446417,IL,29.98047222,-95.33972222,TX,45964.8,44928.0,2.0,0.0,332.8,368.0,0.0,0.0,28.0,33.0,18.5,24.0,2120.0,3000.0
1,11,5,1930,2121,OO,111,ORD,BHM,584,False,41.979595,-87.90446417,IL,33.56294306,-86.75354972,AL,33177.6,35942.4,6.0,31.0,99.2,230.4,52.0,0.0,4.5,17.5,-0.5,2.0,600.0,720.0
